Economic Region,NOC Code,NOC Occupation,ds,Employment (Persons in Thousands),Monthly PCT
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2017-03-01,1.9,18.75
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2017-04-01,1.9,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2017-05-01,1.6,-15.789
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2017-06-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2017-07-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2017-08-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2017-09-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2017-10-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2017-11-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2017-12-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2018-01-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2018-02-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2018-03-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2018-04-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2018-05-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2018-06-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2018-07-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2018-08-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2018-09-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2018-10-01,1.9,18.75
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2018-11-01,1.6,-15.789
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2018-12-01,1.7,6.25
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2019-01-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2019-02-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2019-03-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2019-04-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2019-05-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2019-06-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2019-07-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2019-08-01,2.0,17.647
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2019-09-01,2.5,25.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2019-10-01,2.9,16.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2019-11-01,3.2,10.345
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2019-12-01,3.7,15.625
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2020-01-01,3.2,-13.514
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2020-02-01,2.9,-9.375
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2020-03-01,1.9,-34.483
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2020-04-01,2.1,10.526
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2020-05-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2020-06-01,1.5,-28.571
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2020-07-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2020-08-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2020-09-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2020-10-01,1.5,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2020-11-01,1.7,13.333
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2020-12-01,1.9,11.765
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2021-01-01,2.4,26.316
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2021-02-01,3.5,45.833
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2021-03-01,3.5,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2021-04-01,3.5,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2021-05-01,3.0,-14.286
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2021-06-01,3.2,6.667
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2021-07-01,3.3,3.125
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2021-08-01,2.9,-12.121
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2021-09-01,1.8,-37.931
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2021-10-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2021-11-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2021-12-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2022-01-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2022-02-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2022-03-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2022-04-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2022-05-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2022-06-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2022-07-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2022-08-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2022-09-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2022-10-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2022-11-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2022-12-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2023-01-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2023-02-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2023-03-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2023-04-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2023-05-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2023-06-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2023-07-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2023-08-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2023-09-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2023-10-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2023-11-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2023-12-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2024-01-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2024-02-01,2.5,38.889
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2024-03-01,2.7,8.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2024-04-01,3.0,11.111
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2024-05-01,2.7,-10.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2024-06-01,2.7,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2024-07-01,2.8,3.704
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2024-08-01,2.3,-17.857
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2024-09-01,2.1,-8.696
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2024-10-01,1.6,-23.81
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2024-11-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2024-12-01,1.9,18.75
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2025-01-01,2.1,10.526
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2025-02-01,2.3,9.524
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2025-03-01,2.3,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2025-04-01,2.4,4.348
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2025-05-01,3.2,33.333
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2025-06-01,2.5,-21.875
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2025-07-01,2.1,-16.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2025-08-01,,0.0
"Stratford-Bruce Peninsula, Ontario",212,Professional occupations in applied sciences (except engineering),2025-09-01,1.9,-9.524
"Toronto, Ontario",112,Professional occupations in business,2011-03-01,84.2,
"Toronto, Ontario",112,Professional occupations in business,2011-04-01,80.3,-4.632
"Toronto, Ontario",112,Professional occupations in business,2011-05-01,76.3,-4.981
"Toronto, Ontario",112,Professional occupations in business,2011-06-01,70.8,-7.208
"Toronto, Ontario",112,Professional occupations in business,2011-07-01,66.9,-5.508
"Toronto, Ontario",112,Professional occupations in business,2011-08-01,65.8,-1.644
"Toronto, Ontario",112,Professional occupations in business,2011-09-01,65.1,-1.064
"Toronto, Ontario",112,Professional occupations in business,2011-10-01,64.2,-1.382
"Toronto, Ontario",112,Professional occupations in business,2011-11-01,60.8,-5.296
"Toronto, Ontario",112,Professional occupations in business,2011-12-01,59.8,-1.645
"Toronto, Ontario",112,Professional occupations in business,2012-01-01,62.8,5.017
"Toronto, Ontario",112,Professional occupations in business,2012-02-01,71.1,13.217
"Toronto, Ontario",112,Professional occupations in business,2012-03-01,81.8,15.049
"Toronto, Ontario",112,Professional occupations in business,2012-04-01,87.4,6.846
"Toronto, Ontario",112,Professional occupations in business,2012-05-01,90.9,4.005
"Toronto, Ontario",112,Professional occupations in business,2012-06-01,90.5,-0.44
"Toronto, Ontario",112,Professional occupations in business,2012-07-01,91.2,0.773
"Toronto, Ontario",112,Professional occupations in business,2012-08-01,90.6,-0.658
"Toronto, Ontario",112,Professional occupations in business,2012-09-01,84.3,-6.954
"Toronto, Ontario",112,Professional occupations in business,2012-10-01,75.4,-10.558
"Toronto, Ontario",112,Professional occupations in business,2012-11-01,64.5,-14.456
"Toronto, Ontario",112,Professional occupations in business,2012-12-01,61.5,-4.651
"Toronto, Ontario",112,Professional occupations in business,2013-01-01,61.1,-0.65
"Toronto, Ontario",112,Professional occupations in business,2013-02-01,64.1,4.91
"Toronto, Ontario",112,Professional occupations in business,2013-03-01,66.5,3.744
"Toronto, Ontario",112,Professional occupations in business,2013-04-01,69.7,4.812
"Toronto, Ontario",112,Professional occupations in business,2013-05-01,70.9,1.722
"Toronto, Ontario",112,Professional occupations in business,2013-06-01,72.1,1.693
"Toronto, Ontario",112,Professional occupations in business,2013-07-01,77.3,7.212
"Toronto, Ontario",112,Professional occupations in business,2013-08-01,77.6,0.388
"Toronto, Ontario",112,Professional occupations in business,2013-09-01,75.5,-2.706
"Toronto, Ontario",112,Professional occupations in business,2013-10-01,69.7,-7.682
"Toronto, Ontario",112,Professional occupations in business,2013-11-01,69.4,-0.43
"Toronto, Ontario",112,Professional occupations in business,2013-12-01,67.3,-3.026
"Toronto, Ontario",112,Professional occupations in business,2014-01-01,61.6,-8.47
"Toronto, Ontario",112,Professional occupations in business,2014-02-01,57.1,-7.305
"Toronto, Ontario",112,Professional occupations in business,2014-03-01,56.6,-0.876
"Toronto, Ontario",112,Professional occupations in business,2014-04-01,61.8,9.187
"Toronto, Ontario",112,Professional occupations in business,2014-05-01,63.4,2.589
"Toronto, Ontario",112,Professional occupations in business,2014-06-01,63.1,-0.473
"Toronto, Ontario",112,Professional occupations in business,2014-07-01,65.3,3.487
"Toronto, Ontario",112,Professional occupations in business,2014-08-01,69.5,6.432
"Toronto, Ontario",112,Professional occupations in business,2014-09-01,76.2,9.64
"Toronto, Ontario",112,Professional occupations in business,2014-10-01,78.3,2.756
"Toronto, Ontario",112,Professional occupations in business,2014-11-01,79.6,1.66
"Toronto, Ontario",112,Professional occupations in business,2014-12-01,82.6,3.769
"Toronto, Ontario",112,Professional occupations in business,2015-01-01,84.7,2.542
"Toronto, Ontario",112,Professional occupations in business,2015-02-01,85.4,0.826
"Toronto, Ontario",112,Professional occupations in business,2015-03-01,78.2,-8.431
"Toronto, Ontario",112,Professional occupations in business,2015-04-01,71.2,-8.951
"Toronto, Ontario",112,Professional occupations in business,2015-05-01,65.1,-8.567
"Toronto, Ontario",112,Professional occupations in business,2015-06-01,66.3,1.843
"Toronto, Ontario",112,Professional occupations in business,2015-07-01,72.6,9.502
"Toronto, Ontario",112,Professional occupations in business,2015-08-01,81.2,11.846
"Toronto, Ontario",112,Professional occupations in business,2015-09-01,87.2,7.389
"Toronto, Ontario",112,Professional occupations in business,2015-10-01,85.9,-1.491
"Toronto, Ontario",112,Professional occupations in business,2015-11-01,80.9,-5.821
"Toronto, Ontario",112,Professional occupations in business,2015-12-01,77.6,-4.079
"Toronto, Ontario",112,Professional occupations in business,2016-01-01,76.3,-1.675
"Toronto, Ontario",112,Professional occupations in business,2016-02-01,76.4,0.131
"Toronto, Ontario",112,Professional occupations in business,2016-03-01,73.4,-3.927
"Toronto, Ontario",112,Professional occupations in business,2016-04-01,72.4,-1.362
"Toronto, Ontario",112,Professional occupations in business,2016-05-01,72.3,-0.138
"Toronto, Ontario",112,Professional occupations in business,2016-06-01,75.7,4.703
"Toronto, Ontario",112,Professional occupations in business,2016-07-01,74.0,-2.246
"Toronto, Ontario",112,Professional occupations in business,2016-08-01,70.1,-5.27
"Toronto, Ontario",112,Professional occupations in business,2016-09-01,65.0,-7.275
"Toronto, Ontario",112,Professional occupations in business,2016-10-01,66.0,1.538
"Toronto, Ontario",112,Professional occupations in business,2016-11-01,65.9,-0.152
"Toronto, Ontario",112,Professional occupations in business,2016-12-01,66.1,0.303
"Toronto, Ontario",112,Professional occupations in business,2017-01-01,62.6,-5.295
"Toronto, Ontario",112,Professional occupations in business,2017-02-01,62.7,0.16
"Toronto, Ontario",112,Professional occupations in business,2017-03-01,65.6,4.625
"Toronto, Ontario",112,Professional occupations in business,2017-04-01,71.2,8.537
"Toronto, Ontario",112,Professional occupations in business,2017-05-01,74.2,4.213
"Toronto, Ontario",112,Professional occupations in business,2017-06-01,76.5,3.1
"Toronto, Ontario",112,Professional occupations in business,2017-07-01,77.5,1.307
"Toronto, Ontario",112,Professional occupations in business,2017-08-01,78.6,1.419
"Toronto, Ontario",112,Professional occupations in business,2017-09-01,79.3,0.891
"Toronto, Ontario",112,Professional occupations in business,2017-10-01,80.7,1.765
"Toronto, Ontario",112,Professional occupations in business,2017-11-01,86.0,6.568
"Toronto, Ontario",112,Professional occupations in business,2017-12-01,84.3,-1.977
"Toronto, Ontario",112,Professional occupations in business,2018-01-01,83.5,-0.949
"Toronto, Ontario",112,Professional occupations in business,2018-02-01,84.3,0.958
"Toronto, Ontario",112,Professional occupations in business,2018-03-01,89.9,6.643
"Toronto, Ontario",112,Professional occupations in business,2018-04-01,96.7,7.564
"Toronto, Ontario",112,Professional occupations in business,2018-05-01,102.1,5.584
"Toronto, Ontario",112,Professional occupations in business,2018-06-01,110.6,8.325
"Toronto, Ontario",112,Professional occupations in business,2018-07-01,112.4,1.627
"Toronto, Ontario",112,Professional occupations in business,2018-08-01,107.5,-4.359
"Toronto, Ontario",112,Professional occupations in business,2018-09-01,102.0,-5.116
"Toronto, Ontario",112,Professional occupations in business,2018-10-01,100.0,-1.961
"Toronto, Ontario",112,Professional occupations in business,2018-11-01,101.7,1.7
"Toronto, Ontario",112,Professional occupations in business,2018-12-01,100.7,-0.983
"Toronto, Ontario",112,Professional occupations in business,2019-01-01,105.4,4.667
"Toronto, Ontario",112,Professional occupations in business,2019-02-01,106.2,0.759
"Toronto, Ontario",112,Professional occupations in business,2019-03-01,104.9,-1.224
"Toronto, Ontario",112,Professional occupations in business,2019-04-01,95.1,-9.342
"Toronto, Ontario",112,Professional occupations in business,2019-05-01,91.4,-3.891
"Toronto, Ontario",112,Professional occupations in business,2019-06-01,91.5,0.109
"Toronto, Ontario",112,Professional occupations in business,2019-07-01,94.7,3.497
"Toronto, Ontario",112,Professional occupations in business,2019-08-01,98.4,3.907
"Toronto, Ontario",112,Professional occupations in business,2019-09-01,101.7,3.354
"Toronto, Ontario",112,Professional occupations in business,2019-10-01,104.7,2.95
"Toronto, Ontario",112,Professional occupations in business,2019-11-01,107.2,2.388
"Toronto, Ontario",112,Professional occupations in business,2019-12-01,108.5,1.213
"Toronto, Ontario",112,Professional occupations in business,2020-01-01,109.1,0.553
"Toronto, Ontario",112,Professional occupations in business,2020-02-01,108.3,-0.733
"Toronto, Ontario",112,Professional occupations in business,2020-03-01,108.9,0.554
"Toronto, Ontario",112,Professional occupations in business,2020-04-01,106.8,-1.928
"Toronto, Ontario",112,Professional occupations in business,2020-05-01,106.7,-0.094
"Toronto, Ontario",112,Professional occupations in business,2020-06-01,103.6,-2.905
"Toronto, Ontario",112,Professional occupations in business,2020-07-01,106.8,3.089
"Toronto, Ontario",112,Professional occupations in business,2020-08-01,104.7,-1.966
"Toronto, Ontario",112,Professional occupations in business,2020-09-01,104.2,-0.478
"Toronto, Ontario",112,Professional occupations in business,2020-10-01,106.0,1.727
"Toronto, Ontario",112,Professional occupations in business,2020-11-01,110.1,3.868
"Toronto, Ontario",112,Professional occupations in business,2020-12-01,105.1,-4.541
"Toronto, Ontario",112,Professional occupations in business,2021-01-01,92.7,-11.798
"Toronto, Ontario",112,Professional occupations in business,2021-02-01,86.0,-7.228
"Toronto, Ontario",112,Professional occupations in business,2021-03-01,85.9,-0.116
"Toronto, Ontario",112,Professional occupations in business,2021-04-01,94.7,10.244
"Toronto, Ontario",112,Professional occupations in business,2021-05-01,101.8,7.497
"Toronto, Ontario",112,Professional occupations in business,2021-06-01,115.9,13.851
"Toronto, Ontario",112,Professional occupations in business,2021-07-01,126.0,8.714
"Toronto, Ontario",112,Professional occupations in business,2021-08-01,136.4,8.254
"Toronto, Ontario",112,Professional occupations in business,2021-09-01,140.1,2.713
"Toronto, Ontario",112,Professional occupations in business,2021-10-01,134.2,-4.211
"Toronto, Ontario",112,Professional occupations in business,2021-11-01,129.7,-3.353
"Toronto, Ontario",112,Professional occupations in business,2021-12-01,121.5,-6.322
"Toronto, Ontario",112,Professional occupations in business,2022-01-01,120.3,-0.988
"Toronto, Ontario",112,Professional occupations in business,2022-02-01,120.4,0.083
"Toronto, Ontario",112,Professional occupations in business,2022-03-01,124.3,3.239
"Toronto, Ontario",112,Professional occupations in business,2022-04-01,132.7,6.758
"Toronto, Ontario",112,Professional occupations in business,2022-05-01,136.2,2.638
"Toronto, Ontario",112,Professional occupations in business,2022-06-01,146.1,7.269
"Toronto, Ontario",112,Professional occupations in business,2022-07-01,147.1,0.684
"Toronto, Ontario",112,Professional occupations in business,2022-08-01,146.5,-0.408
"Toronto, Ontario",112,Professional occupations in business,2022-09-01,135.5,-7.509
"Toronto, Ontario",112,Professional occupations in business,2022-10-01,126.4,-6.716
"Toronto, Ontario",112,Professional occupations in business,2022-11-01,119.2,-5.696
"Toronto, Ontario",112,Professional occupations in business,2022-12-01,119.4,0.168
"Toronto, Ontario",112,Professional occupations in business,2023-01-01,124.3,4.104
"Toronto, Ontario",112,Professional occupations in business,2023-02-01,131.1,5.471
"Toronto, Ontario",112,Professional occupations in business,2023-03-01,133.5,1.831
"Toronto, Ontario",112,Professional occupations in business,2023-04-01,137.4,2.921
"Toronto, Ontario",112,Professional occupations in business,2023-05-01,131.0,-4.658
"Toronto, Ontario",112,Professional occupations in business,2023-06-01,131.4,0.305
"Toronto, Ontario",112,Professional occupations in business,2023-07-01,125.4,-4.566
"Toronto, Ontario",112,Professional occupations in business,2023-08-01,127.7,1.834
"Toronto, Ontario",112,Professional occupations in business,2023-09-01,131.1,2.662
"Toronto, Ontario",112,Professional occupations in business,2023-10-01,138.1,5.339
"Toronto, Ontario",112,Professional occupations in business,2023-11-01,143.6,3.983
"Toronto, Ontario",112,Professional occupations in business,2023-12-01,146.9,2.298
"Toronto, Ontario",112,Professional occupations in business,2024-01-01,150.1,2.178
"Toronto, Ontario",112,Professional occupations in business,2024-02-01,146.7,-2.265
"Toronto, Ontario",112,Professional occupations in business,2024-03-01,141.9,-3.272
"Toronto, Ontario",112,Professional occupations in business,2024-04-01,137.6,-3.03
"Toronto, Ontario",112,Professional occupations in business,2024-05-01,142.7,3.706
"Toronto, Ontario",112,Professional occupations in business,2024-06-01,143.7,0.701
"Toronto, Ontario",112,Professional occupations in business,2024-07-01,154.1,7.237
"Toronto, Ontario",112,Professional occupations in business,2024-08-01,162.4,5.386
"Toronto, Ontario",112,Professional occupations in business,2024-09-01,171.3,5.48
"Toronto, Ontario",112,Professional occupations in business,2024-10-01,165.3,-3.503
"Toronto, Ontario",112,Professional occupations in business,2024-11-01,162.0,-1.996
"Toronto, Ontario",112,Professional occupations in business,2024-12-01,163.4,0.864
"Toronto, Ontario",112,Professional occupations in business,2025-01-01,162.6,-0.49
"Toronto, Ontario",112,Professional occupations in business,2025-02-01,154.3,-5.105
"Toronto, Ontario",112,Professional occupations in business,2025-03-01,146.0,-5.379
"Toronto, Ontario",112,Professional occupations in business,2025-04-01,139.7,-4.315
"Toronto, Ontario",112,Professional occupations in business,2025-05-01,141.6,1.36
"Toronto, Ontario",112,Professional occupations in business,2025-06-01,136.0,-3.955
"Toronto, Ontario",112,Professional occupations in business,2025-07-01,135.8,-0.147
"Toronto, Ontario",112,Professional occupations in business,2025-08-01,135.6,-0.147
"Toronto, Ontario",112,Professional occupations in business,2025-09-01,134.4,-0.885
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2011-03-01,119.7,
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2011-04-01,124.8,4.261
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2011-05-01,128.3,2.804
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2011-06-01,132.6,3.352
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2011-07-01,134.7,1.584
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2011-08-01,133.0,-1.262
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2011-09-01,128.4,-3.459
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2011-10-01,118.5,-7.71
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2011-11-01,118.0,-0.422
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2011-12-01,120.5,2.119
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2012-01-01,125.1,3.817
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2012-02-01,126.2,0.879
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2012-03-01,125.0,-0.951
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2012-04-01,122.4,-2.08
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2012-05-01,118.4,-3.268
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2012-06-01,113.5,-4.139
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2012-07-01,113.3,-0.176
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2012-08-01,112.6,-0.618
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2012-09-01,114.1,1.332
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2012-10-01,112.7,-1.227
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2012-11-01,112.8,0.089
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2012-12-01,110.8,-1.773
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2013-01-01,110.3,-0.451
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2013-02-01,107.6,-2.448
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2013-03-01,103.3,-3.996
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2013-04-01,101.9,-1.355
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2013-05-01,100.2,-1.668
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2013-06-01,102.7,2.495
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2013-07-01,98.6,-3.992
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2013-08-01,97.0,-1.623
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2013-09-01,97.0,0.0
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2013-10-01,99.2,2.268
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2013-11-01,104.6,5.444
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2013-12-01,112.2,7.266
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2014-01-01,120.4,7.308
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2014-02-01,126.0,4.651
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2014-03-01,124.2,-1.429
"Toronto, Ontario",212,Professional occupations in applied sciences (except engineering),2014-04-01,123.4,-0.644
